,user_id,timestamp,text,has_media,likes,viral or not,replies,followers,total_likes,num_tweets
200,253512688,Evening,1.0,False,806,0,33,23906.0,2467.0,7636.0
201,251958790,Evening,1.0,False,143,0,7,13347.0,28831.0,15288.0
202,251958790,Evening,1.0,False,143,0,7,13348.0,28831.0,15284.0
203,41786801,Evening,1.0,True,70,0,1,91962.0,23640.0,28778.0
204,2408615534,Evening,-1.0,False,28,0,1,41632.0,178.0,26539.0
205,2918214640,Evening,-1.0,False,107,0,0,3447.0,2601.0,559.0
206,2918214640,Evening,-1.0,False,107,0,0,3447.0,2603.0,559.0
207,296107913,Evening,-1.0,False,32,0,6,13657.0,5910.0,16195.0
208,296107913,Evening,-1.0,False,32,0,6,13658.0,5910.0,16195.0
209,493059410,Evening,-1.0,False,410,0,13,29968.0,14671.0,26099.0
210,296107913,Evening,-1.0,False,523,0,18,13657.0,5910.0,16195.0
211,296107913,Evening,-1.0,False,523,0,18,13658.0,5910.0,16195.0
212,58722145,Evening,-1.0,False,153,0,11,8851.0,17.0,23799.0
213,17670329,Evening,-1.0,False,575,0,21,17798.0,4385.0,43205.0
214,113826230,Evening,1.0,True,574,0,8,582142.0,58859.0,12964.0
215,592485538,Noon,1.0,True,110,0,4,37520.0,86791.0,75198.0
216,1003802452536299520,Noon,0.0,True,126,0,39,,,
217,251958790,Noon,-1.0,True,95,0,10,13347.0,28831.0,15288.0
218,251958790,Noon,-1.0,True,95,0,10,13348.0,28831.0,15284.0
219,1217017676,Noon,-1.0,False,578,0,3,145860.0,12501.0,79230.0
220,1217017676,Noon,-1.0,False,578,0,3,145860.0,12501.0,79232.0
221,15210670,Noon,-1.0,False,116,0,84,,,
222,1265394180,Noon,-1.0,True,44,0,10,1239.0,11223.0,30801.0
223,22179561,Noon,-1.0,False,119,0,5,194815.0,1512.0,2971.0
224,89156398,Noon,-1.0,True,66,0,4,4263.0,7669.0,5527.0
225,307298757,Noon,1.0,False,115,0,3,29048.0,43027.0,114327.0
226,824169801375420416,Noon,0.0,True,38,0,2,,,
227,730254473382264832,Noon,1.0,False,64,0,7,,,
228,2853120606,Noon,0.0,False,231,0,6,4638.0,4496.0,13179.0
229,17670329,Noon,0.0,True,77,0,3,17798.0,4385.0,43205.0
230,41786801,Noon,0.0,False,55,0,2,91962.0,23640.0,28778.0
231,950683543075684352,Noon,0.0,False,81,0,0,,,
232,1105035883617619968,Noon,0.0,False,38,0,0,,,
233,2324087928,Noon,-1.0,False,79,0,7,9758.0,15274.0,7698.0
234,17670329,Morning,0.0,False,42,0,0,17798.0,4385.0,43205.0
235,41786801,Morning,1.0,True,204,0,7,91962.0,23640.0,28778.0
236,41786801,Morning,0.0,False,48,0,0,91962.0,23640.0,28778.0
237,93214982,Morning,0.0,False,695,0,56,1237677.0,7691.0,319689.0
238,2847050373,Morning,0.0,False,201,0,15,8875.0,4141.0,4275.0
239,2835131605,Morning,-1.0,False,134,0,8,131.0,4154.0,479.0
240,4590756087,Morning,-1.0,False,109,0,7,2306.0,4922.0,1313.0
241,41786801,Morning,0.0,False,216,0,13,91962.0,23640.0,28778.0
242,963805428885925892,Morning,0.0,True,16,0,2,,,
243,42022523,Morning,-1.0,True,132,0,3,8732.0,4328.0,3096.0
244,222703409,Morning,1.0,False,207,0,20,94261.0,1619.0,5331.0
245,17670329,Morning,0.0,False,172,0,4,17798.0,4385.0,43205.0
246,17670329,Morning,-1.0,False,71,0,0,17798.0,4385.0,43205.0
247,41786801,Morning,-1.0,False,72,0,0,91962.0,23640.0,28778.0
248,154099451,Morning,-1.0,True,15,0,0,33085.0,4748.0,169176.0
249,79178279,Morning,-1.0,False,312,0,6,35031.0,20777.0,17761.0
250,17670329,Morning,-1.0,True,60,0,6,17798.0,4385.0,43205.0
251,41786801,Morning,-1.0,False,65,0,2,91962.0,23640.0,28778.0
252,41786801,Morning,-1.0,False,43,0,0,91962.0,23640.0,28778.0
253,17670329,Morning,-1.0,True,73,0,2,17798.0,4385.0,43205.0
254,41786801,Morning,1.0,False,70,0,1,91962.0,23640.0,28778.0
255,135110894,Morning,-1.0,False,4691,0,100,325340.0,17350.0,26288.0
256,41786801,Morning,-1.0,True,33,0,1,91962.0,23640.0,28778.0
257,317832990,Morning,0.0,False,917,0,149,329502.0,41.0,4143.0
258,472092043,Morning,-1.0,False,24,0,3,2358.0,10388.0,51353.0
259,2323178450,Morning,0.0,False,273,0,4,3433.0,105165.0,424735.0
260,102625402,Morning,0.0,False,59,0,2,31678.0,9537.0,8456.0
261,102263558,Morning,-1.0,False,540,0,28,20101.0,45582.0,22547.0
262,4774969895,Morning,-1.0,False,76,0,9,39857.0,19901.0,41841.0
263,95193484,Morning,1.0,False,94,0,0,15298.0,11108.0,17105.0
264,121775681,Night,1.0,False,40,0,4,2712.0,1410.0,11025.0
265,242941996,Night,0.0,True,54,0,2,17875.0,8107.0,15241.0
266,289968217,Night,1.0,True,838,0,28,24252.0,15718.0,73214.0
267,55776150,Evening,1.0,False,849,0,51,131590.0,36.0,2247.0
268,137606960,Evening,1.0,False,31,0,14,8471.0,22538.0,43073.0
269,227271467,Evening,-1.0,False,611,0,35,17972.0,1183.0,6638.0
270,105152403,Evening,-1.0,True,68,0,6,1874.0,3177.0,3476.0
271,227271467,Evening,1.0,False,180,0,17,17972.0,1183.0,6638.0
272,93214982,Evening,0.0,False,171,0,15,1237677.0,7691.0,319689.0
273,41786801,Evening,1.0,False,135,0,1,91962.0,23640.0,28778.0
274,545110987,Evening,1.0,False,139,0,5,26045.0,14096.0,157873.0
275,1144169755672113155,Evening,1.0,True,692,0,82,,,
276,477756438,Evening,-1.0,False,51,0,2,95270.0,32090.0,28381.0
277,17670329,Evening,-1.0,False,129,0,7,17798.0,4385.0,43205.0
278,17670329,Evening,-1.0,True,140,0,7,17798.0,4385.0,43205.0
279,41786801,Evening,-1.0,True,50,0,2,91962.0,23640.0,28778.0
280,41786801,Noon,-1.0,True,61,0,0,91962.0,23640.0,28778.0
281,17670329,Noon,1.0,False,117,0,0,17798.0,4385.0,43205.0
282,2381541234,Noon,-1.0,True,123,0,2,50913.0,19574.0,5502.0
283,3149204060,Noon,1.0,False,150,0,48,8120.0,19357.0,5129.0
284,3149204060,Noon,1.0,False,150,0,48,8120.0,19361.0,5130.0
285,2197900465,Noon,1.0,False,1369,0,47,22022.0,18477.0,4689.0
286,74972058,Noon,1.0,True,46,0,0,957.0,2601.0,3454.0
287,17670329,Noon,-1.0,True,672,0,15,17798.0,4385.0,43205.0
288,2650316576,Noon,-1.0,True,81,0,9,37715.0,4778.0,6778.0
289,17670329,Noon,0.0,True,97,0,3,17798.0,4385.0,43205.0
290,493059410,Noon,-1.0,False,110,0,8,29968.0,14671.0,26099.0
291,414302844,Noon,-1.0,False,56,0,2,19413.0,35254.0,44157.0
292,777454686697762816,Morning,-1.0,False,256,0,3,,,
293,849864702435901440,Morning,1.0,False,38,0,2,,,
294,3061242191,Morning,1.0,False,57,0,2,7993.0,16779.0,9430.0
295,827076316847562753,Morning,0.0,True,40,0,0,,,
296,17670329,Morning,0.0,False,99,0,5,17798.0,4385.0,43205.0
297,821886057645948928,Morning,1.0,True,77,0,2,,,
298,560762145,Morning,-1.0,False,216,0,7,23178.0,685.0,939.0
299,1197023306538475522,Morning,-1.0,False,30,0,0,,,
300,928219752,Morning,0.0,False,155,0,5,1175548.0,50232.0,47981.0
301,952111778384683008,Morning,0.0,False,21,0,3,,,
302,1030544549968584705,Morning,0.0,False,40,0,1,,,
303,253512688,Morning,1.0,False,232,0,9,23906.0,2467.0,7636.0
304,828267945642119169,Morning,1.0,False,87,0,4,,,
305,501045279,Morning,0.0,False,529,0,2,11616.0,14905.0,201541.0
306,41786801,Morning,-1.0,True,145,0,7,91962.0,23640.0,28778.0
307,2903641750,Morning,0.0,False,269,0,68,34234.0,6541.0,11063.0
308,128986977,Evening,-1.0,False,83,0,3,16851.0,44213.0,29187.0
309,74787719,Noon,1.0,False,1583,0,55,328726.0,1289.0,6856.0
310,873595877910171648,Noon,0.0,False,31,0,4,,,
311,74787719,Noon,1.0,True,3043,0,132,328726.0,1289.0,6856.0
312,933700156565831681,Noon,0.0,False,457,0,15,,,
313,77193761,Morning,-1.0,True,106,0,14,21281.0,77141.0,172921.0
314,58140971,Morning,1.0,False,190,0,1,918.0,4707.0,10033.0
315,113826230,Morning,1.0,True,316,0,1,582142.0,58859.0,12964.0
316,11433002,Morning,0.0,False,23,0,3,3871.0,13866.0,82625.0
317,68138422,Morning,-1.0,False,71,0,6,43955.0,34745.0,38028.0
318,3716116994,Morning,-1.0,True,214,0,5,21092.0,8574.0,12576.0
319,113826230,Evening,-1.0,True,1997,0,11,582142.0,58859.0,12964.0
320,4774969895,Noon,0.0,True,79,0,20,39857.0,19901.0,41841.0
321,757827543281995777,Noon,1.0,True,64,0,3,,,
322,113826230,Noon,-1.0,True,2767,0,13,582142.0,58859.0,12964.0
323,2381541234,Noon,-1.0,False,134,0,8,50913.0,19574.0,5502.0
324,918766763524857857,Noon,1.0,True,16,0,0,,,
325,1060738268,Night,0.0,False,63,0,5,48874.0,21286.0,46431.0
326,2311557998,Night,0.0,False,545,0,27,73869.0,63582.0,50957.0
327,14749971,Evening,1.0,True,35,0,1,56734.0,5685.0,44284.0
328,58046255,Evening,-1.0,False,44,0,4,1167.0,16708.0,8621.0
329,4646731597,Evening,0.0,False,540,0,5,16307.0,80417.0,60869.0
330,849579265381281792,Evening,-1.0,True,148,0,7,,,
331,55776150,Noon,1.0,False,1070,0,107,131590.0,36.0,2247.0
332,88635194,Noon,0.0,False,227,0,3,281.0,43297.0,1949.0
333,72888855,Noon,-1.0,True,188,0,33,160266.0,4046.0,92610.0
334,803116246652821504,Noon,0.0,True,103,0,5,,,
335,442812213,Noon,-1.0,False,20,0,2,3909.0,33187.0,32079.0
336,215058741,Morning,0.0,True,51,0,3,11083.0,84.0,33802.0
337,2324087928,Morning,-1.0,False,93,0,3,9758.0,15274.0,7698.0
338,144125676,Morning,1.0,True,693,0,24,694.0,469.0,379.0
339,102625402,Morning,1.0,False,110,0,1,31678.0,9537.0,8456.0
340,17670329,Morning,-1.0,False,48,0,0,17798.0,4385.0,43205.0
341,1157859893606588416,Morning,1.0,False,48,0,7,,,
342,2257417831,Morning,-1.0,True,28,0,2,5531.0,165369.0,150594.0
343,119762699,Morning,-1.0,False,43,0,5,3460.0,9959.0,8264.0
344,1146647340159098880,Morning,0.0,True,326,0,58,,,
345,41786801,Morning,0.0,False,64,0,3,91962.0,23640.0,28778.0
346,19785811,Night,0.0,False,64,0,6,7995.0,6005.0,37917.0
347,55776150,Night,-1.0,True,561,0,36,131590.0,36.0,2247.0
348,2847050373,Evening,0.0,True,1538,0,87,8875.0,4141.0,4275.0
349,2324087928,Evening,0.0,True,193,0,7,9758.0,15274.0,7698.0
350,219743084,Evening,0.0,True,116,0,11,38954.0,21140.0,46486.0
351,2311557998,Evening,1.0,False,597,0,17,73869.0,63582.0,50957.0
352,17670329,Noon,0.0,False,41,0,2,17798.0,4385.0,43205.0
353,17670329,Noon,-1.0,True,45,0,3,17798.0,4385.0,43205.0
354,37500448,Noon,-1.0,False,129,0,11,4504.0,679.0,398.0
355,550377428,Noon,0.0,False,423,0,9,82701.0,22279.0,18781.0
356,498571300,Noon,0.0,True,530,0,24,515.0,2763.0,1175.0
357,2323178450,Noon,0.0,False,220,0,28,3433.0,105165.0,424735.0
358,2968901366,Noon,1.0,True,62,0,0,95.0,6117.0,7883.0
359,1030544549968584705,Noon,0.0,False,47,0,1,,,
360,867576397203623937,Noon,-1.0,False,28,0,3,,,
361,18730534,Morning,1.0,True,114,0,7,165089.0,8072.0,11741.0
362,2928867068,Morning,1.0,True,142,0,8,2946.0,632.0,405.0
363,89960445,Morning,-1.0,True,134,0,28,1082.0,277.0,347.0
364,14749971,Morning,1.0,False,67,0,5,56734.0,5685.0,44284.0
365,2323178450,Morning,0.0,False,166,0,24,3433.0,105165.0,424735.0
366,129184424,Morning,1.0,False,698,0,22,17481.0,46609.0,42084.0
367,809384064956452864,Morning,-1.0,True,559,0,31,,,
368,748403623063744512,Morning,1.0,False,126,0,10,,,
369,215058741,Morning,0.0,True,33,0,9,11083.0,84.0,33802.0
370,132456527,Morning,-1.0,True,52,0,1,2654.0,9002.0,25574.0
371,2881560385,Morning,1.0,True,413,1,14,9623.0,3484.0,81822.0
372,2202842556,Morning,0.0,False,11972,1,266,110015.0,113.0,3301.0
373,28515858,Morning,0.0,False,1316,0,29,2728479.0,3859.0,14913.0
374,102268884,Morning,0.0,False,3844,0,16,463926.0,50465.0,223364.0
375,56486628,Morning,1.0,False,118,0,2,22543.0,1097.0,4613.0
376,17670329,Morning,-1.0,False,77,0,4,17798.0,4385.0,43205.0
377,17670329,Morning,0.0,False,106,0,1,17798.0,4385.0,43205.0
378,17670329,Morning,-1.0,False,33,0,2,17798.0,4385.0,43205.0
379,2329010299,Morning,0.0,True,162,0,5,60147.0,41443.0,16262.0
380,589778342,Morning,1.0,True,499,0,42,701.0,4247.0,3864.0
381,28515858,Morning,1.0,False,458,0,27,2728479.0,3859.0,14913.0
382,141236249,Morning,1.0,True,530,0,2,82971.0,2927.0,46789.0
383,1863808681,Morning,-1.0,False,53,0,1,19237.0,18420.0,5118.0
